TCS,ITC,TATAINVEST,TATA MOTORS,TATA POWER,TATA STEEL
-0.000621685,0.013905015,-0.025827561,-0.018655854,-0.008423586,-0.00467068
0.000785693,0.005467126,-0.009754584,-0.034695279,-0.045156842,-0.00979398
0.002030165,-0.012762488,0.007501042,-0.031023871,-0.028574618,0.013561616
-0.010698528,-0.013724077,0.008386882,0.015318876,0.011630533,0.017834817
-0.001011106,-0.018504408,0.004078691,-0.003467196,0.008081958,0.00872497
0.014805967,0.002728662,0.011883372,0.010081434,-0.019640665,-0.006977279
-0.002263457,0.0110072,-0.000426765,0.00039117,-0.016571554,0.007259622
-0.01404841,-0.005705352,-0.00599194,-0.027698312,0.024280576,0.015024824
0.005211884,-0.010046976,0.005313005,0.017772691,-0.010676157,-0.015739931
-0.013701415,-0.000434275,-0.001153669,0.001112028,0.04230903,0.008952435
-0.007861464,-0.010341678,0.009514253,0.061621293,0.04569697,0.037167618
0.01839381,0.009107666,0.00478891,0.020052183,0.032928509,0.051059376
0.023424742,-0.000325168,0.002635427,-0.014847303,-0.003990523,0.000991052
0.002000859,-0.004048146,-0.005332519,-0.003724862,-0.022788204,-0.022123771
0.0025908,0.006847454,-0.001094033,-0.002411748,-0.013346158,-0.00405383
-0.01830982,-0.018142042,-0.012800992,-0.003631185,-0.01129339,-0.014405306
-0.026577622,-0.029064346,-0.009331369,-0.023635732,-0.002371917,-0.009476631
-0.010771428,-0.025987788,0.007653016,-0.005908573,-0.017020284,0.010446137
-0.020834665,0.022153449,-0.003785611,-0.001827964,-0.005333952,-0.020281975
-0.004523753,-0.012705607,0.002188107,0.000586672,-0.006566064,-0.007669726
-0.010870008,-0.002489079,-0.003394123,0.003480339,0.008012076,0.017026198
-0.002742345,-0.004727116,0.015846077,0.021544176,0.019533562,0.028010507
0.005641833,-0.003576736,0.007179229,-0.008749167,0.004160723,0.01345103
0.01463106,0.001185252,-0.001078419,0.01099018,0.017293506,0.024194937
0.002821167,0.019068668,-0.003028348,-0.016063487,-0.043050573,-0.006812805
-0.007600858,0.054811602,0.001813123,-0.014557767,-0.008604865,-0.015657005
0.001182002,0.05953988,-0.011989855,-0.003169599,0.011371548,0.011810465
-0.030334675,0.020218595,-0.099460133,0.015572801,-0.006685108,-0.003789914
-0.005320227,-0.01702287,-0.003739478,-0.013373161,0.010717614,0.002921654
0.018223092,0.003439406,0.020692231,0.020282697,0.010001177,0.024319377
0.024878008,0.014573925,-0.01867997,0.006664903,0.024346149,0.014831633
0.00567461,0.006285225,0.0057065,0.002740453,0.011952677,0.014660124
0.003766823,-0.000678226,0.016820693,0.021713212,0.009604728,0.01694709
0.006191594,-0.018238666,0.00975971,-0.016888952,-0.00490136,-0.011786283
0.004628577,0.009232747,0.029970165,0.006722329,0.015176017,0.012142422
0.005763834,0.01512635,0.031202475,0.001020116,-0.001614506,0.009554825
-0.00107641,-0.004282213,-0.017196949,-0.021521758,-0.001859427,-0.019785581
0.008119101,0.001478809,0.017622378,0.014929352,0.005108398,-0.001383375
-0.013322036,0.003353315,-0.001466378,0.003406213,-0.006560218,-0.021625916
-0.004619513,0.024255319,0.02576775,0.026582696,0.017890891,0.018459141
-0.003145147,0.006331631,-0.000608458,-0.011938787,0.00736134,0.005514041
-0.000328546,-0.002075639,0.002421785,0.020810636,0.000126936,0.010012478
0.016425335,0.001130669,0.003908009,0.002703253,0.013117284,0.012635212
0.015633072,0.006365901,0.010537235,0.018922386,0.011972931,0.018263407
-0.000425745,0.02274014,0.008368201,-0.001111844,0.020858244,0.009823494
-0.003711442,-0.023525799,-0.018356722,-0.01014755,0.014010508,-0.013905381
-0.00077311,-0.000828551,-0.036668749,-0.024705733,-0.032833876,-0.001435347
0.003678889,-0.011316748,-0.048260826,-0.01369101,-0.009166021,0.000374579
0.002875731,-0.023291649,0.002234692,-0.021147293,0.009645464,0.004357777
-0.015543457,-0.006038114,0.014356236,0.015590439,-0.014641665,-0.021684456
-0.022986322,-0.015113715,-0.011748307,-0.006979133,0.000899859,-0.026397516
-0.009912164,-0.004016064,0.019540172,0.012083184,-0.002564431,-0.023787313
0.003760775,0.003479168,-0.003254528,-0.007102298,-0.011658852,-0.006458713
-0.000641488,-0.013951228,0.002027644,0.010468191,-0.013254971,-0.000289545
0.001447326,-0.016559829,0.000760945,0.021271515,-0.015511511,0.014689896
0.021804857,0.012929316,-0.009928009,0.002707581,0.012969198,0.006833107
0.037767377,-0.001308305,0.009447195,0.006283247,-0.005703658,-0.025482848
0.022988694,0.017449431,0.007834988,0.0181156,0.012427818,-0.003189564
0.003558485,0.004155286,3.40663E-05,-0.002953904,0.018409614,-0.000746547
0.001050135,0.006463311,0.00244169,0.020192714,0.00475273,-0.000803328
-0.013227352,-0.001693381,-0.001976756,0.008517558,-0.020261767,-0.045931076
-0.011027831,-0.003752182,0.011723734,0.001628728,0.018065343,-0.013767783
-0.005272963,-0.009678534,0.023649006,-0.006357891,0,0.007698585
0.009801547,-0.002872243,-0.004532677,-0.014861351,0.007356737,-0.007103692
0.001961728,0.027657251,0.001812838,0.011286205,-0.001546392,-0.012140456
0.004571201,0.025362428,0.013702296,0.016506351,0.025099075,0.033961431
-0.006090124,0.022941176,-0.01167322,0.016743042,-0.016755423,0.003043972
-0.016991274,-0.01494358,-0.023385972,-0.013831286,0.005222614,-0.038270126
0.020449997,0.005088279,0.036964946,0.020564629,0.034860154,0.006617017
-0.021473621,0.02042476,0.007538683,0.013558362,0.029919288,0.022488838
-0.011535734,-0.000281426,-0.010292389,-0.031419667,-0.022179888,-0.009469286
0.000784292,-0.021629394,-0.022267876,-0.029318874,-0.009969015,-0.022361336
0.009964712,-0.001923664,0.005954779,0.019632187,0.027831626,0.047078102
0.005767936,0.007816347,-0.028615662,-0.003017175,-0.00742166,0.007358496
0.006148075,-0.003190184,0.004237071,0.006110138,-0.009394146,-0.017186383
-0.006798903,0.003601884,-0.005014789,-0.012831841,0.002730375,0.007005787
0.002698161,-0.004413523,-0.019174336,0.008817317,-0.017174292,-0.007721053
-0.002611496,-0.012410328,0.002473758,0.004809565,-0.018308746,-0.00882401
-0.014944629,-0.007182354,-0.007778165,0.011841198,-0.025667351,0.017316377
-0.006138365,0.002258968,0.009780115,-0.005759173,0.022303857,0.048635928
-0.01110366,0.012472554,-0.00465062,-0.007774689,0,0.00133826
-0.004370633,-0.007656226,-0.010294312,0.012436783,0.01775938,0.026979385
-0.001586104,0.034498951,0.018910423,0.021036769,-0.000400427,0.00552785
-0.002133231,0.014965684,0.013009348,0.05729399,-0.005706702,0.008574978
0.00351032,-0.004523169,-0.007285574,-0.023381743,0.014678158,0.014197474
-0.003029237,-0.011722413,-0.026061474,-0.004276241,-0.004023605,-0.00895386
-0.003016286,-0.015571147,-0.004474383,0.020469685,-0.016229054,-0.006084272
0.006482341,-0.01955105,0.028158334,0.009341022,0.00811386,0.018058552
-0.002320417,0.027466055,0.018239533,0.042015875,0.040121749,0.021918498
0.001837495,0.057188739,0.00391022,0.004364673,0.038356558,0.025149314
0.009014832,0.012980546,0.000120594,0.012879215,-0.01722434,-0.001096456
0.002810254,-0.004264322,0.007673078,0.023406662,-0.005755194,0.014393667
0.000683623,-0.009235909,-0.000121505,-0.012401687,-0.005305781,0.014502854
-0.004658679,0.013678165,-0.012597265,-0.015132805,-0.028749661,-0.012615919
0.000599609,0.00023245,0.003802151,0.025629807,0.017945886,0.01398857
0.02308149,0.007022472,0.007295855,0.028905843,0.009616725,0.012038469
0.00944444,0.002783274,-0.007755137,-0.004082211,-0.007332595,-0.00428581
-0.003042976,-0.001840943,0.001843302,-0.007261824,-0.013511669,0.016403485
-0.002126349,0.001575648,-0.010314903,-0.012765662,0.003011636,-0.037851997
-0.006726962,-0.009233733,-0.014102737,-0.023177536,0.004123711,0.003911771
-0.005379321,-0.004661465,-0.028717898,0.015111906,0.00275672,-0.008053998
-0.015581153,-0.006340133,0.008662001,-0.011134039,-0.011310984,-0.010134917
0.001963571,-0.014343997,0.011779799,0.002660179,-0.006095083,-0.01299777
0.003423726,-0.013164622,-6.66422E-05,0.014368413,-0.005656566,0.017108418
0.007604354,-0.009212651,0.010726614,0.001339461,-0.005358339,0.019220608
-0.010085975,0.011625673,0.004278563,-0.005352139,0.009465855,0.011356045
0.003949924,0.008657449,0.010630661,0.020870462,0.016914191,0.023834764
0.004943235,0.004608295,-0.007800577,-0.003132451,-0.015301286,-0.027017135
-0.010594294,-0.015527157,-0.006603551,-0.028721931,-0.010318949,-0.020371578
0.000232215,-0.003850928,-0.000976102,0.0018425,-0.006126798,-0.000456115
-0.004381199,-0.002887789,-0.000941556,0.015101136,0.006569245,0.013404649
-0.006994559,-0.000444078,-0.006829757,0.01404889,0.011801411,0.024419942
-0.005453252,0.001429434,-0.002448694,-0.010335079,-0.008206646,-0.012458666
0.011988478,-0.007534678,0.014619636,0.056660137,0.022842989,0.043825396
0.02215819,0.014617919,0.000862711,0.027111312,-0.000412655,0.013748984
0.020454317,0.002758444,0.004502897,-0.009663761,0.016214705,0.006510139
-0.005115396,0.00955249,-0.005592917,-0.001988566,-0.010511757,-0.006222159
0.00105216,-0.014802527,-0.018410403,0.029532194,-0.008774335,3.53544E-05
-0.013773757,0.002270184,0.000514429,0.001383835,-0.012188516,0.003405584
-0.003542307,-0.003123705,-0.00710143,-0.012900941,-0.02081952,-0.000921496
-0.005660628,-0.006491861,0.001253794,-0.003227433,-0.009327378,-0.006059112
-0.00525755,-0.015679062,-0.000791244,0.00818547,0.022705898,-0.003405421
-0.001316541,0.001154662,-0.000922266,0.009054765,0.01972873,0.028934725
0.016794345,0.014339527,0.000263574,-0.00028208,0.002196897,0.002861904
0.010829172,0.002030006,-0.015759777,-0.014206987,0.008586068,0.017959214
-0.000327203,0.002320849,-0.003441646,0.002991886,0.004870582,0.011450951
0.003676544,0.002102714,0.018681897,0.042834479,0.009269663,0.052817593
-0.005009006,0.007414064,0.04162809,0.023268398,0.002534497,0.020886786
0.003117905,-0.000192536,0.004771831,-0.01552886,0.034975226,-0.007875268
0.004569731,0.025469742,0.004829496,-0.008660981,-0.001890909,0.00761462
-0.004767747,-0.023426955,-0.001192967,-0.015596163,-0.005065123,-4.00753E-05
-0.004737206,-0.036087105,-0.002810248,-0.014246547,-0.003317467,0.005480114
0.005527293,-0.021282401,0.002540835,0.022050543,-0.003449763,-0.01617443
-0.015331299,0.004140156,-0.034607619,0.00073381,-0.008833167,-0.048185043
-0.010521189,-0.008721106,0.008752883,0.005295605,0.006885669,0.012492837
0.002989916,0.017033422,-0.007020007,-0.026844089,0.003599194,-0.002363075
-0.006935846,0.005555041,0.004314107,0.002106832,-0.00229819,-0.000685584
-0.007358692,-0.000955787,-0.012269532,0.037201865,0.017985086,0.043936382
-0.003313878,0.016389333,0.04532298,0.049210122,0.007661706,-0.001786069
-0.020417682,0.006243496,0.009995449,0.012742461,-0.022468673,0.05154424
0.002371625,0.000473216,0.000455342,0.001559841,-0.003444811,0.020573327
-0.013619408,-0.003207547,0.003603129,-0.006648636,0.014857975,-0.03159675
0.005688959,0.003851253,-0.019930407,0.008495042,0.008076358,-0.035373229
-0.023042687,0.005140246,0.000448075,0.001935723,0.00739645,0.004155346
-0.000876213,0.000762098,0.022394503,0.021340311,0.004457652,0.028731144
0.013438215,-0.036558877,0.012903341,0.038841403,-0.005614657,0.035717327
0.006869575,-0.001893188,0.044535168,0.061458066,0.070886076,0.075746474
0.032442932,0.019106893,0.039109716,-0.020997458,0.075744681,0.040999237
0.009830501,0.008916518,-0.019691992,-0.04217773,-0.025866357,-0.018620754
-0.006670705,0.00195036,-0.005739639,-0.007192956,-0.004785479,-0.036773321
0.007392408,-0.014874957,-0.00099966,-0.009548303,-0.007696086,-0.035971848
-0.003489651,-0.012153309,-0.033082871,-0.005088086,0.001640151,0.020120546
0.006192445,0.003563748,0.003477179,0.019734277,0.011782277,0.025077231
-0.003289959,0.024132398,0.026198659,0.024047912,0.012432796,0.006999405
-0.00794186,-0.008454483,-0.007789062,-0.026723262,-0.003515821,-0.042657557
0.000134887,-0.002116929,0.021237321,0.041110385,0.051769678,0.036968073
0.010042975,0.007780636,-0.002657101,-0.015502926,0.011217949,0.007181411
0.008819949,0.006314327,0.017653308,0.000153214,-0.034387895,-0.032012398
0.002353849,0.013892446,-0.022467667,-0.047015536,-0.013903018,-0.051409131
-0.006848994,-0.007781483,-0.019311954,-0.015779036,-0.014865542,0.005277825
0.001648504,0.002707006,-0.01105984,-0.006141453,0.002679618,0.00139529
9.39853E-05,-0.002889715,-0.002028398,0.007134638,-0.019379208,-0.014213071
0.000238936,0.00452965,0.001977479,0.028706718,-0.007821411,0.028684132
0.001616409,-0.006968862,0.007117963,0.001452239,-0.010001613,0.011975528
-0.001934372,-0.015867573,0.017830665,0.021371273,-0.029130775,-0.002682937
-0.004436336,0.001748798,0.015515105,-0.004550111,-0.015116458,0.021482562
0.007620454,0.016345574,-0.001978352,0.02568382,0.010600156,0.008604547
0.00025146,-0.000887902,0.005181843,0.043305817,0.016801395,0.027438047
0.004649951,-0.000633814,-0.001412969,0.015288918,-0.031173219,0.006222345
-0.011101569,-0.013227844,-0.01604479,0.046169127,-0.004433573,0.019261486
-0.015960205,-0.005628284,0.005117553,0.021445564,0.006307692,0.049450279
-0.000145944,0.003557497,-0.016090374,-0.033704067,-0.006268155,-0.033406405
0.006863936,-0.019700817,-0.006809374,0,-0.008638982,-0.012052731
-0.016913327,-0.007529526,-0.008689289,-0.063358875,-0.011535581,-0.038565997
-0.029844471,0.000303702,0.04133727,-0.039360019,-0.024693162,-0.024678822
0.002399349,-0.023893517,-0.02409325,-0.033826079,-0.01920321,-0.023874165
0.010048581,-0.024098825,-0.008881027,-0.010440295,-0.004706889,-0.032278243
0.013384444,0.020971172,0.002901175,-0.018580358,0.000142653,-0.035399654
0.00524568,-0.012455153,-0.002984635,-0.0349529,-0.001993166,-0.027729975
0.006377839,0.002954772,0.00293797,0.008892347,0.002140106,0.042315532
0.008711737,-0.005845912,-0.000572484,0.013861498,0.002574739,-0.01927075
0.034771976,-0.00046513,0.007366894,-0.051697881,-0.006254442,-0.009857092
0.009862196,-0.017087179,-0.006634265,-0.030336788,0.009905254,0.001864044
0.000117036,0.011181739,-0.009862402,0.017476342,0.005339876,0.011878963
0.001600711,-0.011425307,-0.013109899,-0.022393444,-0.030366639,0.018766098
-0.018663599,0.002921966,-0.000613586,0.014005749,0.017079419,0.003899196
-0.004552849,0.001520585,-0.002681737,-0.005534912,-0.006925795,-0.018095353
-0.000856134,-0.022327564,-0.001365997,-0.002721053,-0.001552357,-0.004053946
0.001774591,-0.002266876,0.006968074,0.003223794,-0.000846024,0.013176088
-0.000497744,0.006053439,0.000235341,-0.002980896,0.013577247,-0.004251873
0.00289607,-0.003702769,-0.000289567,-0.015238922,0.009231213,-0.006397361
0.009619769,0.018950437,-0.002401242,0.012666081,-0.007870635,-0.00584
0.001654694,0.033620893,0.005044457,-0.006446311,0.018955964,0.042796363
-0.004796727,0.010931247,-0.007563479,0.011140542,-0.005510441,0.005452105
-0.01139983,-0.000984634,-0.009065277,-0.044774638,-0.000434846,0.005991056
0.001820501,-0.002203102,0.0154755,-0.00931387,0.001887888,0.035564488
0.014149319,-0.003530319,-0.002205909,0.021616329,0.018187195,0.047026532
-0.004227251,-0.001244444,0.015683538,-0.010016404,-0.008939039,-0.006950438
0.01196991,-0.002040273,-0.008828294,-0.023967784,-0.0048126,0.005664946
0.005918889,-0.003975967,-0.008267894,0.001798386,0.001460494,-0.007481636
-0.001681898,0.014430402,0.003259984,0.01038674,0.001609128,-0.004693564
0.025834508,0.014026903,-0.004794434,0.019833221,0.016505576,-0.0250363
0.01420548,-0.0190496,-0.00068445,-0.015482853,-0.004441155,-0.027305799
-0.005964331,-0.030539629,0.001858669,-0.00840973,0.008058499,0.015913735
0.011686434,-0.002070096,0.004204117,0.00481466,0.006005104,0.008949331
-0.00331764,-0.007872893,0.006731734,0.002585952,-0.004929788,-0.011105809
-0.015429299,0.007298221,0.003294591,0.012846417,0.00119653,0.021718895
0.00233565,0.029796426,-0.007881022,-0.00059831,-0.000896593,0.004944321
0.007987825,0.006162732,-0.006476871,-0.038887292,0.006467138,-0.013923661
0.009806752,-0.009378594,-0.001944685,-0.0173522,0.000300888,-0.019382349
0.002903734,-0.008943969,-0.00533725,0.000636102,-0.007614213,0.005369593
-0.006980353,-0.001954492,-0.004617332,0.009585424,-0.00223447,-0.023469215
0.000575333,-0.00029163,0.003560311,0.012547565,0.012060908,-0.025065963
0.000418984,-0.013578045,0.00247507,0.019269951,0.002418014,0.011383063
0.002660624,0.008646704,0.000771813,0.006622353,0.021299583,-0.006380246
0.011377292,0.018439716,0.003385862,0.014794754,0.006837607,-0.011912559
0.003363089,0.064452203,0,-0.01348209,0.012110727,0.025266516
-0.004577895,0.008597716,0.00608817,0.01705832,0.018746996,0.038396165
-0.011976809,-0.007744129,0.004769967,0.018214423,-0.001599744,-0.00182712
-0.005722539,-0.007653619,-0.000127426,0.018897967,0.006926546,-0.044874725
-0.003904988,0.005465339,0.012552301,0.040211784,0.004368225,-0.015704879
0.008157,-0.005684125,0.00184662,-0.014344591,0.006185903,0.002829957
-0.004290472,-0.004972187,-0.010542664,-0.01782147,-0.016333066,-0.00587132
-0.011256958,0.00411895,0.001225692,-0.002700081,-0.022538738,-0.029518835
-0.006822213,0.00454517,-0.002645599,0.000839564,-0.019640939,-0.011344965
0.001055455,0.002923701,-0.000856804,0.004453697,0.00246116,-0.013469183
-0.005098007,-0.017937635,-0.00092886,-0.00184133,-0.008691674,-0.000886867
0.006244484,0.006150596,0.000145725,0.002928374,-0.003948967,-0.02065632
-0.004836994,0.00108841,0.00367479,-0.008734538,-0.004987154,0.008223872
0.000424912,-0.002790957,-0.001843133,-0.02336926,-0.024616745,0.023457897
-0.012615071,-0.010190614,0.002029733,-0.003588243,0.008023774,0.004973371
0.001117337,0.0020916,0.000878493,-0.000407011,-0.007667355,-0.013292117
0.004176802,-0.002607682,0.006929215,0.003215516,-0.006445942,-0.000579262
0.00541809,-0.002936498,-0.003049845,-0.016045601,-0.005246284,0.009472946
0.002133076,-0.001313579,0.008019113,0.037786001,0.000145751,-0.006006122
0.017621423,0.00959166,-0.002457093,0.016906932,-0.013089758,-0.044326766
0.011990448,-0.002614661,-0.005255904,0.019781645,0.008998549,-0.000555165
-0.008693528,0.025035472,0.018912087,0.063853032,0.024840101,0.05902873
0.002732598,0.021647392,0.001030928,-0.011762366,-0.009575722,0.007741834
-0.011840172,-0.011872931,0.009575354,-0.014889865,0.012680889,0.016624503
0.014587382,0.003994759,-0.001304027,0.002609721,-0.003271375,0.001850585
0.015457845,-0.006035386,0.01005994,-0.01731745,0.019711903,0.015400327
0.018262061,-0.007065132,0.006319995,0.027192386,0.016805427,0.030563274
0.001648971,0.004148983,0.020685463,0.016381172,0.025292444,0.00891947
0.005498867,0.003432276,0.016077299,0.023755489,0.013132607,0.000552463
-0.006022407,-0.001618174,-0.001452216,-0.033884792,-0.026048978,-0.004905485
0.001853104,-6.34538E-05,0.015638259,0.022953016,0.034365924,0.025410867
0.003941243,0.017858296,,,,
